,id,objectName,inGameName,path,modelType,linked_p3d_current,expected_linked_p3d_class_candidates,expected_linked_p3d_id_candidates,linked_variant_count,searchTags
,dzobj_nto7y5qsod,StaticObj_Wreck_Train_742_Blue_Mil_DE,-,dz/structures/wrecks/trains,Config,,train_742_red.p3d|train_wagon_flat.p3d|train_wagon_tanker.p3d|train_742_blue.p3d,dzobj_docywb3gjq|dzobj_ix72s56nlt|dzobj_oe2lmqp9qe|dzobj_z51if71bgv,1,"trains, wrecks, carriage"
,dzobj_xlpmznzdz8,StaticObj_Wreck_Train_742_Red_DE,-,dz/structures/wrecks/trains,Config,,train_742_red.p3d|train_wagon_flat.p3d|train_wagon_tanker.p3d|train_742_blue.p3d,dzobj_docywb3gjq|dzobj_ix72s56nlt|dzobj_oe2lmqp9qe|dzobj_z51if71bgv,3,"trains, wrecks, carriage"
,dzobj_1ik4iywyvh,StaticObj_Wreck_Train_742_Red_Mil_DE,-,dz/structures/wrecks/trains,Config,,train_742_red.p3d|train_wagon_flat.p3d|train_wagon_tanker.p3d|train_742_blue.p3d,dzobj_docywb3gjq|dzobj_ix72s56nlt|dzobj_oe2lmqp9qe|dzobj_z51if71bgv,1,"trains, wrecks, carriage"
,dzobj_ng5mm6ml58,StaticObj_Wreck_Train_Wagon_Flat_Mil_DE,-,dz/structures/wrecks/trains,Config,,train_742_red.p3d|train_wagon_flat.p3d|train_wagon_tanker.p3d|train_742_blue.p3d,dzobj_docywb3gjq|dzobj_ix72s56nlt|dzobj_oe2lmqp9qe|dzobj_z51if71bgv,0,"trains, wrecks, carriage"
,dzobj_cjf4gqwzua,StaticObj_Wreck_Train_Wagon_Tanker_Mil_DE,-,dz/structures/wrecks/trains,Config,,train_742_red.p3d|train_wagon_flat.p3d|train_wagon_tanker.p3d|train_742_blue.p3d,dzobj_docywb3gjq|dzobj_ix72s56nlt|dzobj_oe2lmqp9qe|dzobj_z51if71bgv,0,"trains, wrecks, carriage"
,dzobj_ubdsw6cjok,Land_Wreck_Caravan_MGreen,,dz/structures/wrecks/vehicles,Config,,wreck_sed01_aban1_police.p3d|wreck_hb01_aban1_police.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_truck01_aban2_blue.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_sed01_aban2_police.p3d|wreck_hb01_aban2_police.p3d|wreck_s1023_blue.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban1_blue.p3d,dzobj_0goc4mo2l6|dzobj_bt416no8vg|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_k928ssrzvz|dzobj_pfs5njvq9z|dzobj_phudtf36o8|dzobj_t1e7h24s5a|dzobj_xpuz4b7mpx|dzobj_y4dkh7o9s3|dzobj_ym1iwgyj9o,0,"vehicles, wrecks, gypsy"
,dzobj_q1qv5sd8pi,Land_Wreck_S1023_Medic_Beige,,dz/structures/wrecks/vehicles,Config,,wreck_sed01_aban1_police.p3d|wreck_hb01_aban1_police.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_truck01_aban2_blue.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_sed01_aban2_police.p3d|wreck_hb01_aban2_police.p3d|wreck_s1023_blue.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban1_blue.p3d,dzobj_0goc4mo2l6|dzobj_bt416no8vg|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_k928ssrzvz|dzobj_pfs5njvq9z|dzobj_phudtf36o8|dzobj_t1e7h24s5a|dzobj_xpuz4b7mpx|dzobj_y4dkh7o9s3|dzobj_ym1iwgyj9o,1,"vehicles, wrecks, ambulance, hospital, medical"
,dzobj_9916wfr2rc,Land_Wreck_S1023_Medic_Beige_DE,,dz/structures/wrecks/vehicles,Config,,wreck_sed01_aban1_police.p3d|wreck_hb01_aban1_police.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_truck01_aban2_blue.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_sed01_aban2_police.p3d|wreck_hb01_aban2_police.p3d|wreck_s1023_blue.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban1_blue.p3d,dzobj_0goc4mo2l6|dzobj_bt416no8vg|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_k928ssrzvz|dzobj_pfs5njvq9z|dzobj_phudtf36o8|dzobj_t1e7h24s5a|dzobj_xpuz4b7mpx|dzobj_y4dkh7o9s3|dzobj_ym1iwgyj9o,1,"vehicles, wrecks, medical, ambulance, hospital, dynamic event"
,dzobj_w4vudxetpk,Land_Wreck_V3S,,dz/structures/wrecks/vehicles,Config,,wreck_sed01_aban1_police.p3d|wreck_hb01_aban1_police.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_truck01_aban2_blue.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_sed01_aban2_police.p3d|wreck_hb01_aban2_police.p3d|wreck_s1023_blue.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban1_blue.p3d,dzobj_0goc4mo2l6|dzobj_bt416no8vg|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_k928ssrzvz|dzobj_pfs5njvq9z|dzobj_phudtf36o8|dzobj_t1e7h24s5a|dzobj_xpuz4b7mpx|dzobj_y4dkh7o9s3|dzobj_ym1iwgyj9o,1,"vehicles, wrecks, truck"
,dzobj_xcuut10x7x,Land_Wreck_V3S_DE,,dz/structures/wrecks/vehicles,Config,,wreck_sed01_aban1_police.p3d|wreck_hb01_aban1_police.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_truck01_aban2_blue.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_sed01_aban2_police.p3d|wreck_hb01_aban2_police.p3d|wreck_s1023_blue.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban1_blue.p3d,dzobj_0goc4mo2l6|dzobj_bt416no8vg|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_k928ssrzvz|dzobj_pfs5njvq9z|dzobj_phudtf36o8|dzobj_t1e7h24s5a|dzobj_xpuz4b7mpx|dzobj_y4dkh7o9s3|dzobj_ym1iwgyj9o,1,"vehicles, wrecks, truck, dynamic event"
,dzobj_bffxa4c0uv,Land_Wreck_hb01_aban1_blue_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
,dzobj_kw12ht9hhm,Land_Wreck_hb01_aban1_green_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
,dzobj_ihz6fdf9bw,Land_Wreck_hb01_aban1_white_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
,dzobj_5x18qdcquo,Land_Wreck_hb01_aban2_blue_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
,dzobj_zqmu5hzs5n,Land_Wreck_hb01_aban2_green_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
,dzobj_ck981sssps,Land_Wreck_hb01_aban2_white_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
,dzobj_ledhjm3ias,Land_Wreck_hb02_aban1_black_DE,-,dz/structures/wrecks/vehicles,Config,,wreck_decal_small2_nolc.p3d|wreck_sed01_aban1_police.p3d|wreck_bulldozer.p3d|wreck_decal_big_nolc.p3d|wreck_decal_small1_nolc.p3d|wreck_harvester_head_trailer.p3d|wreck_trailer_closed.p3d|wreck_caravan_wbrown.p3d|wreck_uaz.p3d|wreck_hb01_aban1_police.p3d|wreck_decal_small1.p3d|wreck_caravan_mrust.p3d|wreck_powgen.p3d|wreck_lada_red.p3d|wreck_volha_grey.p3d|wreck_bmp2.p3d|wreck_truck01_aban2_firetruck.p3d|wreck_offroad02_aban1.p3d|wreck_caravan_wgreen.p3d|wreck_truck01_aban2_green.p3d|wreck_decal_small2.p3d|wreck_t72_turret.p3d|wreck_truck01_aban1_firetruck.p3d|wreck_digger.p3d|wreck_sed01_aban2_police.p3d|wreck_trailer_cistern.p3d|wreck_brdm.p3d|wreck_bmp1.p3d|wreck_t72_chassis.p3d|wreck_harverster.p3d|wreck_s1023_beige.p3d|wreck_ikarus.p3d|wreck_hb01_aban2_police.p3d|wreck_decal_big.p3d|wreck_trailer_flat.p3d|wreck_truck01_aban1_green.p3d|wreck_truck01_aban1_orange.p3d|wreck_ural.p3d|wreck_offroad02_aban2.p3d|wreck_truck01_aban2_orange.p3d|wreck_volha_police.p3d|wreck_hmmwv.p3d,dzobj_0afkbbosw0|dzobj_0goc4mo2l6|dzobj_36dqthzq6g|dzobj_5ijkvs49l0|dzobj_7593rt094x|dzobj_83vxc4mckr|dzobj_937o39vrkq|dzobj_96ghj3t5el|dzobj_aw5yn3i4i7|dzobj_bt416no8vg|dzobj_c897n2f3ty|dzobj_ds7cch3qqh|dzobj_f20ycbx5au|dzobj_fo9m6zy9cg|dzobj_ge8oyqupc0|dzobj_gpm86rv94s|dzobj_gvdop2sm4i|dzobj_hb6zl77aks|dzobj_hcqv6lz4fm|dzobj_ij10o91tsy|dzobj_k87d4t6yo0|dzobj_m8gbml40pa|dzobj_pfs5njvq9z|dzobj_pfugyvo8bv|dzobj_phudtf36o8|dzobj_pidnw5hkn8|dzobj_q57g0a1m9u|dzobj_qar0zv9x1h|dzobj_rg1jnym6yw|dzobj_ribu2mgp5p|dzobj_s87sx62br7|dzobj_sab5ny1nxf|dzobj_t1e7h24s5a|dzobj_t7pxsa3cwd|dzobj_ua8sk2x8ji|dzobj_v8593i06bq|dzobj_woiq1wkk65|dzobj_x8i2026lv4|dzobj_y4dkh7o9s3|dzobj_ygpmz94rf4|dzobj_zhffo5qd60|dzobj_zsl67tv4ml,2,"vehicles, wrecks, dynamic event, car"
